Year,Month,Day,Quarter,Transect,Station,Depth.m,Lon.E,Lat.N,Type,Temp.C,Sal.ppt,DO.mg.per.l,PH,Chl.a.mg.per.m3,NH3.N.mg.per.l,NO3.N.mg.per.l,NO2.N.mg.per.l,PO4.3.P.mg.per.l,SiO2.Si.mg.l,BOD.mg.per.l,S.S.mg.per.l,Transparensy,Fish.egg.Abun,Fish.larvae.Abun,Crab.larvae.Abun,Shrimp.larvae.Abun,Phytoplankton.Den,Zooplankton.Abun
1996,1,5,first,5,5_off,20,120.0972778,23.72547222,Offshore,21.2,34.14,7.43,8.19,0.55,NA,0.016,0.008,0.009,0.123,2.17,51.8,0.8,0,1118,3353,12296,370,1234047
1996,1,5,first,6,6_near,10,120.1111667,23.66297222,Nearshore,21.3,34.24,7.44,8.19,0.25,NA,0.014,0.008,0.008,0.084,1.62,22.2,0.8,2834,1889,1889,15114,240,1367805
1996,1,5,first,6,6_off,20,120.0914444,23.67297222,Offshore,22.5,34.14,7.39,8.11,0.19,NA,0.013,0.006,0.002,0.079,1.74,35.2,0.7,0,1051,0,11563,430,731123
1996,1,5,first,7,7_near,10,120.1048,23.573,Nearshore,21.9,34.21,7.66,8.18,0.25,NA,0.052,0.007,0.012,0.103,1.62,33.6,0.7,320,640,640,4160,510,353577
1996,1,5,first,7,7_off,20,120.0738,23.5896,Offshore,21.1,34.21,7.68,8.2,0.19,NA,0.065,0.009,0.008,0.13,1.38,51.2,0.6,357,1070,1784,4638,830,351748
1996,1,5,first,8,8_near,10,120.0914,23.5054,Nearshore,20.8,34.25,7.75,8.18,0.75,NA,0.028,0.009,0.003,0.114,2,32.6,0.8,2484,0,207,1242,410,185885
1996,1,5,first,8,8_off,20,120.0414,23.5342,Offshore,20.8,34.25,7.66,8.11,0.56,NA,0.026,0.01,0.004,0.121,1.86,32,0.6,1586,0,1586,2378,627,395192
1996,3,6,first,2,2_near,10,120.228296,23.851427,Nearshore,21,34.44,7.01,8.18,0.33,NA,0.018,0.008,0.017,0.115,1.95,6.28,1.4,9118,2279,7978,1140,6900,1830434
1996,3,6,first,2,2_off,20,120.2116,23.877288,Offshore,20.4,34.09,7.24,8.11,1.25,NA,0.061,0.019,0.042,0.227,1.09,7.98,1.6,25496,44617,86048,3187,3960,4586033
1996,3,6,first,3,3_near,10,120.1811944,23.81602778,Nearshore,20.3,34.1,7.15,8.17,0.7,NA,0.059,0.02,0.035,0.215,1.55,14.72,2,0,28934,33386,17806,2560,2161154
1996,3,6,first,3,3_off,20,120.1784167,23.81713889,Offshore,20.4,34.09,7.14,8.15,0.86,NA,0.062,0.019,0.042,0.226,1.82,9.79,1.8,283662,1440,4320,11519,2600,1347755
1996,3,6,first,4,4_near,10,120.16425,23.75797222,Nearshore,21,34.39,6.78,8.27,1.09,NA,0.02,0.009,0.05,0.126,1.08,7.29,1.7,16210,737,0,9579,2750,627778
1996,3,6,first,4,4_off,20,120.1314722,23.77852778,Offshore,20.7,33.98,7.17,8.08,1.72,NA,0.06,0.033,0.05,0.274,1.09,30.14,1.3,60253,899,397490,7194,2150,464040
1996,3,6,first,5,5_near,10,120.1361667,23.71297222,Nearshore,20.7,33.97,7.4,8.07,0.94,NA,0.057,0.032,0.029,0.257,2.38,27.43,1.6,47466,4944,246230,4944,3350,591349
1996,3,6,first,5,5_off,20,120.0972778,23.72547222,Offshore,21.3,34.46,6.9,8.17,0.48,NA,0.016,0.007,0.022,0.107,1.58,8.38,1.6,2232,0,1116,3348,6300,1862497
1996,3,6,first,6,6_near,10,120.1111667,23.66297222,Nearshore,22.2,34.53,6.65,8.21,0.78,NA,0.008,0.004,0.008,0.08,1.49,5.86,1.8,1554,0,3109,1554,3900,3326188
1996,3,6,first,6,6_off,20,120.0914444,23.67297222,Offshore,22.5,34.52,6.77,8.2,0.94,NA,0.005,0.003,0.013,0.073,1.49,5.66,2.2,10111,10111,6740,0,4330,4778999
1996,3,6,first,7,7_near,10,120.1048,23.573,Nearshore,22,34.5,6.73,8.19,0.62,NA,0.006,0.004,0.015,0.074,1.13,5.53,1.9,1973,31561,1973,1973,2490,1871979
1996,3,6,first,7,7_off,20,120.0738,23.5896,Offshore,22,34.46,6.69,8.2,0.94,NA,0.013,0.005,0.007,0.077,0.91,8.98,1.9,1855,2783,3711,2783,3600,1020394
1996,3,6,first,8,8_near,10,120.0914,23.5054,Nearshore,21.6,34.44,6.99,8.19,1.79,NA,0.012,0.006,0.008,0.096,1.45,6.93,1.6,6858,4115,2743,8229,4550,1360556
1996,3,6,first,8,8_off,20,120.0414,23.5342,Offshore,21.4,34.36,7.1,8.16,1.4,NA,0.022,0.009,0.005,0.115,1.27,4.83,1.8,8375,2792,2792,6979,4600,1538161
1996,5,2,secondly,2,2_near,10,120.228296,23.851427,Nearshore,25.4,34.17,6.44,8.19,1.87,NA,0.002,0.001,0.044,0.045,1.59,15.2,2.2,21105,2638,18797,2308,21100,318228
1996,5,2,secondly,2,2_off,20,120.2116,23.877288,Offshore,25.7,34.13,6.26,8.16,1.56,NA,0.008,0.001,0.033,0.036,0.66,19.7,2.1,30929,5035,28051,20140,14400,904119
1996,5,2,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,26.2,33.93,6.71,8.25,1.25,NA,0.005,0.001,0.023,0.027,2.32,5.67,1.9,26768,13384,20076,25095,42100,859909
1996,5,2,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,27,33.91,6.65,8.24,2.96,NA,0.02,0.001,0.043,0.027,3.21,10,2.2,83066,49609,18459,17305,18700,1023321
1996,5,2,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,23.6,33.48,6.67,8.21,1.72,NA,0.018,0.012,0.04,0.054,3.72,10.5,2.4,8731,5272,6095,5766,7200,176438
1996,5,2,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,23.5,33.74,6.86,8.22,1.48,NA,0.009,0.001,0.032,0.027,2.86,5.08,2.1,103892,7143,7143,17532,9700,507119
1996,5,2,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,23.6,33.74,6.8,8.19,1.17,NA,0.003,0.001,0.012,0.03,2.91,6.83,1.9,198259,30068,18792,22551,9700,811829
1996,5,2,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,25.8,34.11,6.24,8.22,0.7,NA,0.002,0.001,0.016,0.024,0.38,11.5,2.8,1765,1177,2745,1765,15400,110701
1996,5,2,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,26,34.17,6.51,8.24,1.25,NA,0.002,0.001,0.014,0.027,1.05,11.5,2.5,8568,1947,5453,6232,16800,220833
1996,5,2,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,26.3,33.96,6.34,8.23,1.87,NA,0.002,0.001,0.023,0.021,0.31,6.38,3,3444,1082,3838,1968,25700,86196
1996,5,2,secondly,7,7_near,10,120.1048,23.573,Nearshore,25.8,33.91,6.33,8.21,1.4,NA,0.016,0.001,0.035,0.024,0.13,5.17,2.6,12671,1810,7920,9504,12200,300266
1996,5,2,secondly,7,7_off,20,120.0738,23.5896,Offshore,25.8,33.92,6.6,8.2,0.76,NA,0.004,0.001,0.012,0.018,1.02,7.45,2.7,10690,15332,3657,1407,6100,115625
1996,5,2,secondly,8,8_near,10,120.0914,23.5054,Nearshore,22.9,33.74,6.58,8.19,0.37,NA,0.013,0.001,0.042,0.021,1.25,3.93,2.5,64557,43038,22715,31083,4600,946839
1996,5,2,secondly,8,8_off,20,120.0414,23.5342,Offshore,22.8,34,6.69,8.2,0.45,NA,0.004,0.001,0.014,0.027,1.49,5.41,2.6,59380,50180,55970,42460,2300,1739388
1996,7,17,thirdly,2,2_near,10,120.228296,23.851427,Nearshore,30.5,33.93,6.35,8.21,1.48,NA,0.003,0.001,0.013,0.068,1.32,5,1.5,2521,0,2311,6303,10800,245832
1996,7,17,thirdly,2,2_off,20,120.2116,23.877288,Offshore,30.8,33.68,6.21,8.18,1.56,NA,0.008,0.002,0.029,0.079,2.8,14.33,1,2185,546,6554,13654,6400,491538
1996,7,17,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,31.2,33.55,6.13,8.14,1.25,NA,0.033,0.002,0.034,0.099,2.79,3.67,1.7,2127,0,1772,13825,18900,302727
1996,7,17,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,31.5,32.45,6.27,8.16,1.25,NA,0.047,0.016,0.045,0.336,1.98,11.67,1.2,0,0,3768,131,6400,10230
1996,7,17,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,31,32.35,6.36,8.17,2.5,NA,0.043,0.016,0.046,0.331,2.25,12.82,1.1,0,941,15051,1204,4900,18400
1996,7,17,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,31.3,32.63,6.38,8.22,3.12,NA,0.023,0.01,0.03,0.232,1.25,16.33,0.9,214,43,11292,1412,5100,24508
1996,7,17,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,31.3,32.81,6.35,8.24,2.65,NA,0.025,0.01,0.032,0.238,1.55,14.5,0.9,0,0,2060,0,6000,17174
1996,7,17,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,30.7,33.74,6.32,8.2,1.17,NA,0.003,0.001,0.014,0.064,1.1,6.67,1.4,0,0,0,0,6700,5688
1996,7,17,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,30.5,33.71,6.26,8.2,2.34,NA,0.004,0.001,0.018,0.08,1.24,7,1.4,2894,181,1537,362,6100,114583
1996,7,17,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,30.4,33.62,6.29,8.21,0.62,NA,0.003,0.001,0.014,0.072,2.83,6,1.5,782,1759,782,1173,7600,180370
1996,7,17,thirdly,7,7_near,10,120.1048,23.573,Nearshore,31.3,33.39,6.17,8.25,2.06,NA,0.004,0.002,0.021,0.072,2.98,7.67,1.3,0,1781,8396,8396,27200,206343
1996,7,17,thirdly,7,7_off,20,120.0738,23.5896,Offshore,30.1,33.51,6.33,8.21,0.59,NA,0.004,0.001,0.019,0.082,0.99,10.33,1.2,0,296,2962,3259,1800,154043
1996,7,17,thirdly,8,8_near,10,120.0914,23.5054,Nearshore,30.3,33.55,6.36,8.21,0.62,NA,0.003,0.001,0.014,0.072,1.65,6.67,1.5,2125,177,2479,2833,7120,182895
1996,7,17,thirdly,8,8_off,20,120.0414,23.5342,Offshore,30.2,33.54,6.34,8.2,0.72,NA,0.002,0.001,0.014,0.073,0.68,8.33,1.3,1536,2048,5632,3584,7100,205810
1996,11,2,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,25.1,32.87,6.45,8.07,0.94,NA,0.066,0.057,0.027,0.245,1.67,46,0.6,49,49,338,97,420,4804
1996,11,2,fourthly,2,2_off,20,120.2116,23.877288,Offshore,25.3,34.07,6.45,8.1,0.41,NA,0.06,0.062,0.071,0.29,1.92,40.42,0.6,77,77,1046,891,520,11584
1996,11,2,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,25.2,33.96,6.41,8.05,0.47,NA,0.038,0.067,0.047,0.279,2.36,15.37,1,159,79,4949,397,320,6801
1996,11,2,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,26,33.43,6.54,8.14,0.78,NA,0.039,0.044,0.027,0.199,0.82,17.23,0.9,193,193,871,4063,340,43788
1996,11,2,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,26.2,34.08,6.31,8.1,1.09,NA,0.111,0.089,0.064,0.388,2.28,29.88,0.7,1334,33,11972,2301,460,36015
1996,11,2,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,25.8,33.63,6.45,8.13,0.62,NA,0.08,0.076,0.048,0.313,1.71,25.45,0.8,4341,226,12752,4522,540,46981
1996,11,2,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,25.9,33.9,6.43,8.07,0.7,NA,0.073,0.067,0.027,0.262,1.25,17.07,0.9,4130,123,16459,4192,600,36678
1996,11,2,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,25.2,34.09,6.41,8.06,0.11,NA,0.035,0.055,0.026,0.249,0.88,52.2,0.6,193,96,7189,5713,280,29946
1996,11,2,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,25.5,34.2,6.4,8.18,0.22,NA,0.041,0.039,0.017,0.19,0.8,20.7,0.8,0,184,1563,8518,340,26719
1996,11,2,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,26.2,34.17,6.4,8.16,0.34,NA,0.029,0.018,0.016,0.134,0.71,17.89,0.9,149,743,5277,13675,400,124488
1996,11,2,fourthly,7,7_near,10,120.1048,23.573,Nearshore,26.5,33.77,6.46,8.15,1.17,NA,0.031,0.06,0.041,0.439,1.26,10.13,1.2,207,1035,1449,27738,300,278414
1996,11,2,fourthly,7,7_off,20,120.0738,23.5896,Offshore,26.3,34.09,6.38,8.2,0.25,NA,0.035,0.022,0.019,0.135,0.86,20.73,0.6,0,349,4880,39390,440,276079
1996,11,2,fourthly,8,8_near,10,120.0914,23.5054,Nearshore,26.4,34.1,6.36,8.1,0.36,NA,0.039,0.022,0.01,0.139,0.68,14.32,1.1,205,820,7584,20702,260,180993
1996,11,2,fourthly,8,8_off,20,120.0414,23.5342,Offshore,25.8,33.78,6.41,8.08,0.62,NA,0.017,0.067,0.011,0.284,0.5,25,0.8,58,117,9822,1754,400,46010
1997,2,25,first,2,2_near,10,120.228296,23.851427,Nearshore,19.4,33.76,7.45,8.14,0.36,NA,0.102,0.017,0.012,0.159,1.88,16.34,1,823,29,206,176,9400,19548
1997,2,25,first,3,3_near,10,120.1811944,23.81602778,Nearshore,18.4,33.65,7.72,8.06,NA,NA,0.055,0.012,0.011,0.186,1.75,10.84,1.3,1891,65,522,261,6100,90483
1997,2,25,first,4,4_near,10,120.16425,23.75797222,Nearshore,19.4,33.79,7.3,8.06,0.34,NA,0.068,0.018,0.009,0.17,0.55,7.27,1.9,69054,451,903,903,9900,414321
1997,2,25,first,5,5_near,10,120.1361667,23.71297222,Nearshore,20,33.34,7.3,8.04,0.5,NA,0.123,0.028,0.046,0.258,2.2,16.92,0.9,4365,198,13493,1191,5800,161717
1997,2,25,first,6,6_near,10,120.1111667,23.66297222,Nearshore,19.9,33.62,7.62,8.15,0.78,NA,0.028,0.023,0.027,0.178,1.82,19.26,0.7,55890,543,6511,543,5600,641918
1997,2,25,first,7,7_near,10,120.1048,23.573,Nearshore,21.8,34.23,7.25,8.22,0.78,NA,0.025,0.005,0.004,0.083,1.56,9.27,1.5,3439,2866,1146,1720,6300,740612
1997,2,25,first,8,8_near,10,120.0914,23.5054,Nearshore,21,34.2,7.48,8.22,NA,NA,0.01,0.007,0.03,0.095,1.67,5.37,2.1,2179,95,95,189,4800,100601
1997,2,25,first,2,2_off,20,120.2116,23.877288,Offshore,20.1,34.11,7.36,8.14,0.08,NA,0.002,0.005,0.021,0.129,1.5,7.76,1.8,3128,1251,4067,8446,6700,266832
1997,2,25,first,3,3_off,20,120.1784167,23.81713889,Offshore,20.3,34.02,7.39,8.12,0.41,NA,0.022,0.009,0.007,0.123,1.6,4.96,1.9,20469,871,436,436,8700,577914
1997,2,25,first,4,4_off,20,120.1314722,23.77852778,Offshore,21.7,34.33,6.87,8.13,0.22,NA,0.002,0.01,0.007,0.086,1.43,3.17,3.5,3675,1378,4594,1837,6300,600854
1997,2,25,first,5,5_off,20,120.0972778,23.72547222,Offshore,20.8,34.24,6.94,8.13,0.28,NA,0.023,0.01,0.005,0.09,1.49,5.25,2.2,2369,1093,2551,2734,23700,245855
1997,2,25,first,6,6_off,20,120.0914444,23.67297222,Offshore,22.9,34.32,6.96,8.22,0.37,NA,0.002,0.013,0.009,0.068,1.29,5.16,2.8,6346,0,0,0,3900,264805
1997,2,25,first,7,7_off,20,120.0738,23.5896,Offshore,23.8,34.35,6.73,8.23,0.27,NA,0.002,0.015,0.009,0.064,1.02,3.25,3,3720,0,286,286,5100,297856
1997,2,25,first,8,8_off,20,120.0414,23.5342,Offshore,23.3,34.36,6.87,8.24,0.19,NA,0.002,0.005,0.004,0.061,1.1,3.29,5,243,2669,485,1213,3500,420751
1997,5,6,secondly,2,2_near,10,120.228296,23.851427,Nearshore,26.7,24.71,6.87,8.22,2.86,NA,0.315,0.017,0.13,1.142,2.85,35.06,0.5,1032,792,9946,8638,19000,71170
1997,5,6,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,26.3,34.18,6.76,8.19,0.39,NA,0.002,0.003,0.012,0.043,0.83,6.67,1.6,1433,2627,40365,25079,44700,313843
1997,5,6,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,26.8,31.07,5.67,8.01,0.46,NA,0.076,0.044,0.12,0.85,2.46,170.37,0.3,1104,1893,36909,9937,23000,148742
1997,5,6,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,27,34.16,6.35,8.22,0.92,NA,0.005,0.005,0.033,0.094,1.85,10.86,1.4,1124,1573,14385,16857,19600,296905
1997,5,6,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.2,34.02,6.33,8.23,0.46,NA,0.014,0.01,0.03,0.101,2.73,11.36,1.3,133,133,14061,11806,6300,250177
1997,5,6,secondly,7,7_near,10,120.1048,23.573,Nearshore,27.3,33.97,6.34,8.21,0.26,NA,0.01,0.009,0.03,0.099,2.62,8.89,1.5,679,611,3669,6862,6700,101702
1997,5,6,secondly,8,8_near,10,120.0914,23.5054,Nearshore,27.3,33.97,6.36,8.22,0.49,NA,0.009,0.009,0.028,0.092,2.55,15.56,1.2,157,941,5019,12861,6700,123125
1997,5,6,secondly,2,2_off,20,120.2116,23.877288,Offshore,26.3,33.96,6.82,8.29,1.86,NA,0.024,0.003,0.095,0.108,1.73,14.07,1.3,1010,1010,10606,25251,42600,254703
1997,5,6,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,27.4,34.28,6.62,8.25,0.36,NA,0.004,0.003,0.021,0.058,0.76,3.7,1.5,891,891,1960,891,22600,247851
1997,5,6,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,27.2,34.25,6.58,8.23,0.15,NA,0.008,0.002,0.016,0.087,0.64,0.74,3.5,172,86,601,773,8600,153153
1997,5,6,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,26.9,34.29,6.79,8.24,0.21,NA,0.004,0.002,0.049,0.087,0.76,9.63,1.5,1379,5342,1723,4136,16000,344127
1997,5,6,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,26.2,34.25,6.57,8.26,0.4,NA,0.002,0.002,0.033,0.061,0.75,10.86,1.5,696,8009,14277,17411,20400,365287
1997,5,6,secondly,7,7_off,20,120.0738,23.5896,Offshore,26.3,34.26,6.68,8.27,0.21,NA,0.002,0.002,0.021,0.041,0.73,16.54,1.2,729,5467,192820,29889,23200,284674
1997,5,6,secondly,8,8_off,20,120.0414,23.5342,Offshore,26.5,34.2,6.64,8.25,0.24,NA,0.002,0.002,0.021,0.044,0.73,13.58,1.3,364,2182,71650,33461,16100,314608
1997,9,25,thirdly,2,2_near,10,120.228296,23.851427,Nearshore,26.4,28.78,6.84,8.18,0.23,0.08,0.145,0.017,0.019,0.794,1.01,18.32,0.7,679,106,1930,3055,860,26007
1997,9,25,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,26.6,31.82,6.66,8.17,0.13,0.07,0.072,0.014,0.012,0.408,1.51,10,0.7,3084,81,2678,15257,780,80183
1997,9,25,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,26.3,33.16,6.56,8.2,0.19,0.12,0.04,0.013,0.01,0.187,1.07,7.67,1.2,1994,0,3614,706,600,38138
1997,9,25,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,25.9,33.43,6.6,8.23,0.15,0.01,0.032,0.012,0.017,0.141,0.57,6.33,1,13093,1273,2546,11548,1400,85017
1997,9,25,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,26.5,33.49,6.77,8.22,0.16,0.01,0.019,0.009,0.005,0.139,1.26,12.2,0.9,2411,1298,1484,18918,1840,162106
1997,9,25,thirdly,7,7_near,10,120.1048,23.573,Nearshore,26.1,33.18,6.71,8.22,0.58,0.01,0.043,0.017,0.01,0.181,1.52,20.3,0.8,17197,269,1344,5374,3440,179357
1997,9,25,thirdly,8,8_near,10,120.0914,23.5054,Nearshore,26.5,32.72,6.66,8.28,1.21,0.01,0.068,0.023,0.016,0.26,0.64,12.67,1,8870,696,14436,11132,10030,127491
1997,9,25,thirdly,2,2_off,20,120.2116,23.877288,Offshore,27.2,32.97,6.74,8.19,0.53,0.03,0.062,0.015,0.01,0.273,0.89,14,0.7,8364,951,4562,8555,930,152271
1997,9,25,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,27,33.3,6.71,8.19,0.18,0.01,0.045,0.013,0.009,0.181,1.45,9.33,1.5,19583,560,933,1492,560,287406
1997,9,25,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,27.1,33.35,6.65,8.18,0.19,0.01,0.027,0.01,0.007,0.151,0.66,4.33,2.4,9972,0,554,1108,720,206447
1997,9,25,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,26.4,33.52,6.61,8.21,0.19,0.01,0.025,0.011,0.007,0.115,0.51,5.5,1.7,2723,908,2063,6849,740,83669
1997,9,25,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,27,33.66,6.6,8.19,0.24,0.01,0.012,0.003,0.005,0.084,0.84,4.25,2.2,3267,1485,1782,29999,750,236134
1997,9,25,thirdly,7,7_off,20,120.0738,23.5896,Offshore,26.3,33.15,6.73,8.29,0.57,0.01,0.04,0.017,0.009,0.186,0.94,10.6,1.3,13616,267,2403,4806,2080,264854
1997,9,25,thirdly,8,8_off,20,120.0414,23.5342,Offshore,26.4,33.13,6.65,8.28,0.52,0.01,0.042,0.017,0.009,0.179,0.57,5.33,1.9,18126,292,1754,4678,2640,284761
1997,11,13,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,24.4,34.42,6.71,8.12,0.31,0.01,0.04,0.027,0.009,0.141,0.83,9.9,1.2,94,0,3181,842,420,127249
1997,11,13,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,24.3,34.49,6.8,8.14,0.21,0.01,0.028,0.018,0.005,0.112,0.77,13.08,1.2,0,168,1511,1007,400,214663
1997,11,13,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,24.2,34.52,6.91,8.15,0.32,0.01,0.013,0.012,0.003,0.092,0.75,7.66,1.8,0,0,480,3357,960,280993
1997,11,13,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,24.1,34.52,6.84,8.15,0.65,0.01,0.019,0.013,0.012,0.11,1.12,8.68,1.7,0,43,86,129,360,50543
1997,11,13,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,24,34.52,6.87,8.17,0.65,0.01,0.029,0.011,0.005,0.091,0.82,12.84,1.3,0,0,86,429,720,79802
1997,11,13,fourthly,7,7_near,10,120.1048,23.573,Nearshore,24.3,34.21,7.03,8.18,0.4,0.01,0.034,0.029,0.009,0.183,0.88,14.7,1.4,617,69,1988,2879,3400,78762
1997,11,13,fourthly,8,8_near,10,120.0914,23.5054,Nearshore,24.3,34.35,7,8.19,0.4,0.01,0.026,0.015,0.007,0.159,0.85,12.84,1.5,127,380,3042,3042,2480,159177
1997,11,13,fourthly,2,2_off,20,120.2116,23.877288,Offshore,25.3,34.57,6.68,8.14,0.13,0.01,0.016,0.003,0.005,0.067,0.62,4.5,2.1,0,0,10955,3714,160,207219
1997,11,13,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,25.1,34.56,6.74,8.17,0.13,0.01,0.021,0.005,0.007,0.071,0.6,4.28,2.1,0,0,264,704,260,44116
1997,11,13,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,25,34.56,6.8,8.16,0.18,0.01,0.012,0.008,0.003,0.084,0.5,3.58,2,72,790,2299,1365,500,102871
1997,11,13,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,24.8,34.52,6.84,8.18,0.24,0.01,0.017,0.014,0.01,0.099,0.94,7.94,1.9,0,401,1337,2006,300,121674
1997,11,13,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,24.9,34.55,6.85,8.18,0.18,0.01,0.013,0.01,0.007,0.094,0.77,6.88,2,0,329,1644,2630,380,413584
1997,11,13,fourthly,7,7_off,20,120.0738,23.5896,Offshore,24.1,34.44,6.93,8.16,0.34,0.01,0.017,0.016,0.003,0.142,0.9,3.38,1.7,0,643,1608,6430,680,486450
1997,11,13,fourthly,8,8_off,20,120.0414,23.5342,Offshore,24.2,34.41,6.93,8.18,0.31,0.01,0.02,0.014,0.003,0.121,0.93,4.76,1.7,0,0,579,2315,270,183293
1998,2,12,first,2,2_near,10,120.228296,23.851427,Nearshore,21.5,34.24,7.11,8.1,0.17,0.03,0.053,0.014,0.01,0.179,0.89,7.02,1.4,1554,294,84,336,520,53090
1998,2,12,first,3,3_near,10,120.1811944,23.81602778,Nearshore,21.2,34.08,7.22,8,0.33,0.01,0.063,0.016,0.01,0.201,1.06,9.22,1.2,2021,659,352,264,540,59624
1998,2,12,first,4,4_near,10,120.16425,23.75797222,Nearshore,20.6,34.36,7.32,8.05,0.53,0.01,0.046,0.013,0.018,0.155,1,8.88,1.3,5761,1548,774,1462,460,222183
1998,2,12,first,5,5_near,10,120.1361667,23.71297222,Nearshore,20.2,34.35,7.43,8.02,0.27,0.01,0.046,0.014,0.005,0.161,1.28,9.94,1.2,4220,398,239,1433,2020,127861
1998,2,12,first,6,6_near,10,120.1111667,23.66297222,Nearshore,19.7,34.15,7.44,8.04,0.39,0.05,0.052,0.016,0.011,0.212,1.43,8.1,1.5,5522,5823,502,1908,500,130220
1998,2,12,first,7,7_near,10,120.1048,23.573,Nearshore,19.3,33.88,7.54,8.08,0.61,0.04,0.071,0.017,0.013,0.231,1.43,17.74,1,29211,2726,4284,0,980,498530
1998,2,12,first,8,8_near,10,120.0914,23.5054,Nearshore,20.3,34.41,7.25,8.09,0.82,0.02,0.041,0.012,0.003,0.143,1.74,12.28,1.2,5444,1815,0,3266,780,555269
1998,2,12,first,2,2_off,20,120.2116,23.877288,Offshore,21.8,34.67,7.1,8.1,0.34,0.01,0.025,0.008,0.003,0.107,1.12,3.66,3,3288,548,1826,183,1520,279997
1998,2,12,first,3,3_off,20,120.1784167,23.81713889,Offshore,21.8,34.58,7.14,8.07,0.38,0.01,0.03,0.011,0.005,0.119,0.87,2.88,3,722,1083,1083,180,560,319095
1998,2,12,first,4,4_off,20,120.1314722,23.77852778,Offshore,22,34.64,7.2,8.11,0.56,0.01,0.028,0.008,0.008,0.108,1.59,3.32,3.1,2524,2839,2524,3155,480,561842
1998,2,12,first,5,5_off,20,120.0972778,23.72547222,Offshore,21.6,34.67,7.23,8.12,0.47,0.01,0.026,0.008,0.006,0.103,0.94,4.28,2.5,1152,6914,7682,6530,760,411780
1998,2,12,first,6,6_off,20,120.0914444,23.67297222,Offshore,21.6,34.62,7.25,8.06,0.27,0.01,0.027,0.008,0.01,0.108,1.57,9.94,1.6,0,1982,3766,2775,700,167867
1998,2,12,first,7,7_off,20,120.0738,23.5896,Offshore,21.4,34.55,7.25,8.11,0.32,0.01,0.044,0.009,0.006,0.129,1.5,9.02,1.7,743,2600,15597,10398,940,347222
1998,2,12,first,8,8_off,20,120.0414,23.5342,Offshore,21.2,34.58,7.3,8.13,0.73,0.01,0.028,0.009,0.003,0.121,1.29,4.62,1.9,1102,5142,20201,11019,780,434508
1998,5,1,secondly,2,2_near,10,120.228296,23.851427,Nearshore,26.8,33.95,6.43,8.14,0.5,0.02,0.009,0.002,0.005,0.096,1.97,19.34,1,0,125,1628,1252,2540,176811
